trials,participant,valence,S,R,rt,dataset
65,57,2,right,right,0.9952044045223383,weber_violated
66,57,2,right,right,0.9572283470745266,weber_violated
67,57,2,right,right,1.230537089236042,weber_violated
68,57,2,right,right,0.9353740765785643,weber_violated
69,57,2,right,right,0.8423955108533439,weber_violated
70,57,2,right,right,0.9122046633603884,weber_violated
71,57,3,right,right,1.6535675958293283,weber_violated
72,57,3,right,right,1.188763050435546,weber_violated
73,57,3,right,right,1.5258172965034478,weber_violated
74,57,3,right,right,1.430922856747242,weber_violated
75,57,3,right,right,1.8397222980235737,weber_violated
76,57,3,right,right,1.2961203946557214,weber_violated
77,57,3,right,right,1.974373545830255,weber_violated
78,57,3,right,right,1.3861775729492323,weber_violated
79,57,3,right,right,1.5062226358019362,weber_violated
80,57,3,right,right,0.9829838917781675,weber_violated
81,57,4,right,right,1.1993399091927919,weber_violated
82,57,4,right,right,2.210934410283885,weber_violated
83,57,4,right,right,2.5650942130599423,weber_violated
84,57,4,right,right,1.5351925725577447,weber_violated
85,57,4,right,right,2.2513818743773584,weber_violated
86,57,4,right,right,1.4212111289929465,weber_violated
87,57,4,right,right,2.2284662660260075,weber_violated
88,57,4,right,right,1.5452578101590357,weber_violated
89,57,4,right,left,1.8653771205828396,weber_violated
90,57,4,right,left,1.9280711871195066,weber_violated
91,57,6,right,left,4.973932924807524,weber_violated
92,57,6,right,left,1.7401812247379078,weber_violated
93,57,6,right,right,1.7069589329977293,weber_violated
94,57,6,right,right,1.3761310150760622,weber_violated
95,57,6,right,left,2.2272585478883795,weber_violated
96,57,6,right,left,2.390121696753703,weber_violated
97,57,6,right,left,2.187064281309247,weber_violated
98,57,6,right,right,1.8277791406337107,weber_violated
99,57,6,right,left,2.4530571892545896,weber_violated
100,57,6,right,left,1.7781596319062265,weber_violated
101,57,7,right,right,1.4823414187417951,weber_violated
102,57,7,right,left,2.004975813518754,weber_violated
103,57,7,right,right,2.0711214304849186,weber_violated
104,57,7,right,right,1.2665587648660024,weber_violated
105,57,7,right,right,1.2964401065778346,weber_violated
106,57,7,right,right,1.4263598129609643,weber_violated
107,57,7,right,right,1.1583230306312624,weber_violated
108,57,7,right,right,1.0396238717083104,weber_violated
109,57,7,right,right,1.985054709315132,weber_violated
110,57,7,right,right,1.3581241733543754,weber_violated
111,57,8,right,right,1.0177954990143467,weber_violated
112,57,8,right,right,1.0430115221986989,weber_violated
113,57,8,right,right,1.1195947803626907,weber_violated
114,57,8,right,right,1.0820060787896484,weber_violated
115,57,8,right,right,1.4295760352627724,weber_violated
116,57,8,right,right,0.8207934047353325,weber_violated
117,57,8,right,right,1.071716624350037,weber_violated
118,57,8,right,left,1.9843899062707269,weber_violated
119,57,8,right,right,1.2453598653668472,weber_violated
120,57,8,right,right,0.9303821740154845,weber_violated
1,58,2,left,left,1.1104823527901093,weber_violated
2,58,2,left,left,0.9641071459838908,weber_violated
3,58,2,left,left,0.7000595838443129,weber_violated
4,58,2,left,left,0.9187808094885834,weber_violated
5,58,2,left,left,1.1684313554008539,weber_violated
6,58,2,left,left,1.2834115350333966,weber_violated
7,58,2,left,left,1.3012532627788012,weber_violated
8,58,2,left,left,1.400497945913992,weber_violated
9,58,2,left,left,0.9598833128190625,weber_violated
10,58,2,left,left,0.8247600803283526,weber_violated
11,58,3,left,right,3.3481664120821604,weber_violated
12,58,3,left,left,1.315931126858283,weber_violated
13,58,3,left,left,1.0959641658903536,weber_violated
14,58,3,left,left,1.5762606596513573,weber_violated
15,58,3,left,left,1.565937688739241,weber_violated
16,58,3,left,left,0.9151196224362244,weber_violated
17,58,3,left,left,1.4822569323324362,weber_violated
18,58,3,left,left,1.1946015687110731,weber_violated
19,58,3,left,left,1.2954591727215958,weber_violated
20,58,3,left,left,1.7227835651539998,weber_violated
21,58,4,left,left,1.5824430629082678,weber_violated
22,58,4,left,left,1.9726448011214195,weber_violated
23,58,4,left,left,1.4656882341979744,weber_violated
24,58,4,left,right,1.3706096246849109,weber_violated
25,58,4,left,left,2.6794071748742607,weber_violated
26,58,4,left,left,1.8276954012640307,weber_violated
27,58,4,left,left,1.5885419543038517,weber_violated
28,58,4,left,right,1.9558064979191339,weber_violated
29,58,4,left,left,1.2451213568999984,weber_violated
30,58,4,left,right,2.741411496072152,weber_violated
31,58,6,left,right,3.33445481934836,weber_violated
32,58,6,left,left,2.4403015033233957,weber_violated
33,58,6,left,right,1.8555111039773522,weber_violated
34,58,6,left,right,1.5270061586792791,weber_violated
35,58,6,left,left,2.726924997328255,weber_violated
36,58,6,left,right,3.4995052548374526,weber_violated
37,58,6,left,right,1.9054415948691577,weber_violated
38,58,6,left,right,2.0574940633243086,weber_violated
39,58,6,left,left,3.7179853362562154,weber_violated
40,58,6,left,right,1.9856378500889778,weber_violated
41,58,7,left,left,1.6710921168026387,weber_violated
42,58,7,left,left,0.9206206713713623,weber_violated
43,58,7,left,left,1.3650766414394395,weber_violated
44,58,7,left,left,1.4424030924648628,weber_violated
45,58,7,left,left,0.9812869964567952,weber_violated
46,58,7,left,left,1.1453044488105897,weber_violated
47,58,7,left,left,0.7789159868337574,weber_violated
48,58,7,left,left,1.7707191442407646,weber_violated
49,58,7,left,right,1.9911133186326087,weber_violated
50,58,7,left,right,1.7957475143429287,weber_violated
51,58,8,left,left,1.0796091722746748,weber_violated
52,58,8,left,left,0.9407119634724024,weber_violated
53,58,8,left,left,1.0018347380701311,weber_violated
54,58,8,left,left,0.9389961478933928,weber_violated
55,58,8,left,left,1.225527348523021,weber_violated
56,58,8,left,left,1.043880821713415,weber_violated
57,58,8,left,left,1.069898390831234,weber_violated
58,58,8,left,left,0.9999019621761587,weber_violated
59,58,8,left,left,0.8014154055218163,weber_violated
60,58,8,left,left,0.9267329758450311,weber_violated
61,58,2,right,right,0.9740238225087585,weber_violated
62,58,2,right,right,1.200323506052628,weber_violated
63,58,2,right,right,0.9818076857618321,weber_violated
64,58,2,right,right,1.1789850612296584,weber_violated
65,58,2,right,right,1.03524102412028,weber_violated
66,58,2,right,right,0.9699799772227633,weber_violated
67,58,2,right,right,1.0361925834479349,weber_violated
68,58,2,right,right,0.9242358155292634,weber_violated
69,58,2,right,right,1.2656267804255572,weber_violated
70,58,2,right,right,0.8165171145095076,weber_violated
71,58,3,right,right,1.168886883242352,weber_violated
72,58,3,right,right,1.954639562352934,weber_violated
73,58,3,right,right,1.397748541607379,weber_violated
74,58,3,right,right,1.6549592301764933,weber_violated
75,58,3,right,right,2.902158441462064,weber_violated
76,58,3,right,right,1.1155029505386154,weber_violated
77,58,3,right,right,1.5029168900469028,weber_violated
78,58,3,right,right,1.248270477354858,weber_violated
79,58,3,right,right,1.2161745990238113,weber_violated
80,58,3,right,right,2.2706663243091483,weber_violated
81,58,4,right,left,2.668046193073052,weber_violated
82,58,4,right,left,2.169603116555854,weber_violated
83,58,4,right,right,4.933253572835617,weber_violated
84,58,4,right,right,1.8533762124875675,weber_violated
85,58,4,right,right,1.6911747951880305,weber_violated
86,58,4,right,right,1.4036562191323771,weber_violated
87,58,4,right,right,1.669849994120045,weber_violated
88,58,4,right,right,2.8011888798652373,weber_violated
89,58,4,right,right,1.852347677413238,weber_violated
90,58,4,right,left,2.7991510074905546,weber_violated
91,58,6,right,right,1.4980040608831713,weber_violated
92,58,6,right,left,2.4973971347022967,weber_violated
93,58,6,right,right,2.339791363035274,weber_violated
94,58,6,right,right,1.3836731009575212,weber_violated
95,58,6,right,right,1.5236893757901753,weber_violated
96,58,6,right,right,3.0160721928378407,weber_violated
97,58,6,right,right,2.1149757732700696,weber_violated
98,58,6,right,left,2.7103344485056193,weber_violated
99,58,6,right,right,2.0140610786899664,weber_violated
100,58,6,right,left,1.5308089258603712,weber_violated
101,58,7,right,left,1.8998338434208237,weber_violated
102,58,7,right,right,0.9944455558560243,weber_violated
103,58,7,right,right,1.7019318372881198,weber_violated
104,58,7,right,right,1.6970672625181198,weber_violated
105,58,7,right,right,1.9725091491831734,weber_violated
106,58,7,right,right,1.4092585691461534,weber_violated
107,58,7,right,right,0.9929690492133285,weber_violated
108,58,7,right,right,1.2464090110776058,weber_violated
109,58,7,right,right,1.4929894241940147,weber_violated
110,58,7,right,right,1.0931794917518824,weber_violated
111,58,8,right,right,0.9342769091026082,weber_violated
112,58,8,right,right,1.3469323889838305,weber_violated
113,58,8,right,right,1.716565975948218,weber_violated
114,58,8,right,right,0.8153227333219579,weber_violated
115,58,8,right,right,1.1225188049752155,weber_violated
116,58,8,right,right,1.0524770602012536,weber_violated
117,58,8,right,right,1.0538178632676127,weber_violated
118,58,8,right,right,0.9363072856589081,weber_violated
119,58,8,right,right,1.0257420964592343,weber_violated
120,58,8,right,right,0.9592006476373134,weber_violated
1,59,2,left,left,1.270929391022576,weber_violated
2,59,2,left,left,0.7846452102052508,weber_violated
3,59,2,left,left,0.84415412333418,weber_violated
4,59,2,left,left,0.8893883756902312,weber_violated
5,59,2,left,left,0.9139283812754415,weber_violated
6,59,2,left,left,0.9611000360372048,weber_violated
7,59,2,left,left,0.8805448926371453,weber_violated
8,59,2,left,left,0.938798259399388,weber_violated
9,59,2,left,left,1.0513029232593327,weber_violated
10,59,2,left,left,1.0459446348217643,weber_violated
11,59,3,left,left,1.4313687716150005,weber_violated
12,59,3,left,left,1.084103450594319,weber_violated
13,59,3,left,left,1.2350942411702392,weber_violated
14,59,3,left,left,1.7883027692513522,weber_violated
15,59,3,left,left,1.1405793912287134,weber_violated
16,59,3,left,right,2.1533871379375946,weber_violated
17,59,3,left,left,1.0387124079006351,weber_violated
18,59,3,left,left,1.9586861457533977,weber_violated
19,59,3,left,left,0.8621904116731554,weber_violated
20,59,3,left,left,1.456681636547929,weber_violated
21,59,4,left,left,2.1530237094206996,weber_violated
22,59,4,left,left,2.220624828101277,weber_violated
23,59,4,left,left,1.679716840186452,weber_violated
24,59,4,left,right,2.203276170128841,weber_violated
25,59,4,left,right,1.702922378102087,weber_violated
26,59,4,left,left,2.6995307248131755,weber_violated
27,59,4,left,right,2.1213072143165137,weber_violated
28,59,4,left,right,3.6675784112260996,weber_violated
29,59,4,left,left,2.2351552327381823,weber_violated
30,59,4,left,left,2.416653911108604,weber_violated
31,59,6,left,left,2.776889692897593,weber_violated
32,59,6,left,left,1.3550691987103713,weber_violated
33,59,6,left,left,1.3848093157096322,weber_violated
34,59,6,left,right,1.7586518146371075,weber_violated
35,59,6,left,left,2.1268067143737777,weber_violated
36,59,6,left,right,1.9218645341453795,weber_violated
37,59,6,left,left,1.5352726294442676,weber_violated
38,59,6,left,left,1.9449332353937088,weber_violated
39,59,6,left,left,1.1884135346297524,weber_violated
40,59,6,left,left,2.166267503443822,weber_violated
41,59,7,left,left,1.234601377647454,weber_violated
42,59,7,left,left,1.6481358373341533,weber_violated
43,59,7,left,left,1.5520467797523512,weber_violated
44,59,7,left,right,2.1871365519508528,weber_violated
45,59,7,left,left,2.279570399819177,weber_violated
46,59,7,left,left,1.2835140470938986,weber_violated
47,59,7,left,left,1.4103969301025203,weber_violated
48,59,7,left,left,1.2932246184784806,weber_violated
49,59,7,left,left,1.2699977239784717,weber_violated
50,59,7,left,left,1.236513300751719,weber_violated
51,59,8,left,left,0.8871553769728697,weber_violated
52,59,8,left,left,0.9072120625705351,weber_violated
53,59,8,left,left,0.9557684664680142,weber_violated
54,59,8,left,left,0.7312746571613136,weber_violated
55,59,8,left,left,0.9114234060804955,weber_violated
56,59,8,left,left,1.1510259973257897,weber_violated
57,59,8,left,left,1.0830773662180435,weber_violated
58,59,8,left,left,1.031465400081515,weber_violated
59,59,8,left,left,0.9523453080468933,weber_violated
60,59,8,left,left,1.529224491195785,weber_violated
61,59,2,right,right,0.9610937501645151,weber_violated
62,59,2,right,right,1.0612716344946236,weber_violated
63,59,2,right,right,0.9357989450936972,weber_violated
64,59,2,right,right,1.2370943010012403,weber_violated
65,59,2,right,right,0.906282157581386,weber_violated
66,59,2,right,right,1.1865092748640171,weber_violated
67,59,2,right,right,0.9177478115324893,weber_violated
68,59,2,right,right,0.9650992681641508,weber_violated
69,59,2,right,right,1.445156229382597,weber_violated
70,59,2,right,right,0.9438872389114281,weber_violated
71,59,3,right,right,1.013205628299369,weber_violated
72,59,3,right,right,1.8174553527933932,weber_violated
73,59,3,right,right,1.8446890992718037,weber_violated
74,59,3,right,right,0.9423877593171244,weber_violated
75,59,3,right,right,1.494413183033446,weber_violated
76,59,3,right,right,1.5148152283312253,weber_violated
77,59,3,right,right,1.2525634163179393,weber_violated
78,59,3,right,right,1.1963653035572377,weber_violated
79,59,3,right,right,1.300380982293288,weber_violated
80,59,3,right,right,2.5496525784639354,weber_violated
81,59,4,right,right,1.4574418819517896,weber_violated
82,59,4,right,left,2.977860919386569,weber_violated
83,59,4,right,right,2.6917375066815254,weber_violated
84,59,4,right,left,3.3118999886458043,weber_violated
85,59,4,right,right,2.627667982470686,weber_violated
86,59,4,right,left,2.1715228946132497,weber_violated
87,59,4,right,left,3.3859138440896466,weber_violated
88,59,4,right,left,2.922645257164583,weber_violated
89,59,4,right,right,1.1614948062338868,weber_violated
90,59,4,right,left,2.468960348307346,weber_violated
91,59,6,right,right,2.970087573323149,weber_violated
92,59,6,right,right,2.1285116015953243,weber_violated
93,59,6,right,right,2.350624135110069,weber_violated
94,59,6,right,right,1.2420315620551614,weber_violated
95,59,6,right,left,2.7145636950702885,weber_violated
96,59,6,right,right,0.9957581577353491,weber_violated
97,59,6,right,right,1.2598418029077894,weber_violated
98,59,6,right,left,1.3686891204066165,weber_violated
99,59,6,right,right,1.439066572908018,weber_violated
100,59,6,right,right,1.843100973576034,weber_violated
101,59,7,right,right,1.197070758077147,weber_violated
102,59,7,right,right,2.5645557698957195,weber_violated
103,59,7,right,right,2.1022828171004364,weber_violated
104,59,7,right,right,0.9911550084936325,weber_violated
105,59,7,right,right,1.166218155069159,weber_violated
106,59,7,right,right,1.2040857946870933,weber_violated
107,59,7,right,right,1.363226831249941,weber_violated
108,59,7,right,right,1.3164159615126125,weber_violated
109,59,7,right,right,1.5605234200221585,weber_violated
110,59,7,right,right,1.5968805025538677,weber_violated
111,59,8,right,right,0.866942164382277,weber_violated
